price,area,floor_number,bedroom_number,is_dinning_room,is_kitchen,is_terrace,is_car_pack,type,street_in_front_of_house,width,city,district
0.8960880245566356,4.174387269895637,0.6931471805599453,1.0986122886681096,1,1,0,0,1,1.9459101490553132,1.6094379124341003,0,1
1.8082887711792655,3.7612001156935624,1.791759469228055,1.9459101490553132,1,1,1,0,0,1.3862943611198906,1.6863989535702286,1,1
0.8960880245566356,4.110873864173311,0.6931471805599453,1.3862943611198906,1,1,0,0,1,1.9459101490553132,1.791759469228055,0,1
2.6878474937846906,4.442651256490317,1.6094379124341003,,0,0,0,0,1,2.1972245773362196,1.6486586255873816,0,1
1.55814461804655,4.51085950651685,1.0986122886681096,1.6094379124341003,1,1,1,1,1,1.791759469228055,1.791759469228055,0,1
1.536867219599265,4.51085950651685,1.0986122886681096,1.6094379124341003,1,1,1,1,1,2.1972245773362196,1.791759469228055,0,1
1.6486586255873816,4.465908118654584,1.6094379124341003,1.6094379124341003,1,1,1,1,1,1.9459101490553132,1.8562979903656263,0,1
1.5258388885577867,4.23410650459726,1.0986122886681096,1.3862943611198906,1,1,1,1,1,1.9459101490553132,1.7047480922384253,0,1
1.515127232962859,4.51085950651685,1.0986122886681096,1.6094379124341003,1,1,1,1,1,2.1972245773362196,1.791759469228055,0,1
2.2823823856765264,3.9889840465642745,1.791759469228055,1.6094379124341003,1,1,1,1,0,1.6094379124341003,1.6094379124341003,1,1
1.6675181235106251,4.290459441148391,1.0986122886681096,1.6094379124341003,1,1,1,1,1,1.9459101490553132,1.7047480922384253,0,1
0.7654678421395714,4.23410650459726,0.6931471805599453,1.0986122886681096,0,0,0,0,1,1.9459101490553132,1.791759469228055,0,1
1.1939224684724346,3.4339872044851463,1.3862943611198906,1.0986122886681096,0,0,0,0,1,2.0794415416798357,,0,0
